S	0	1
S	1	1
C	1
M
S	2	1
S	3	1
S	4	1
S	5	1
S	6	1
S	7	1
S	8	1
S	9	1
S	10	1
S	11	1
S	12	1
S	13	1
S	14	1
S	15	1
S	16	1
S	17	1
S	18	1
S	19	1
S	20	1
R	17
S	21	1
S	22	1
S	23	1
S	24	1
S	25	1
S	26	1
S	27	1
S	28	1
S	29	1
S	30	1
S	31	1
S	32	1
S	33	1
S	34	1
S	35	1
S	36	1
S	37	1
S	38	1
S	39	1
S	40	1
S	41	1
S	42	1
S	43	1
S	44	1
S	45	1
S	46	1
S	47	1
S	48	1
S	49	1
S	50	1
R	5
S	51	1
S	52	1
S	53	1
S	54	1
S	55	1
S	56	1
S	57	1
S	58	1
R	36
S	59	1
S	60	1
S	61	1
S	62	1
S	63	1
S	64	1
S	65	1
S	66	1
S	67	1
S	68	1
S	69	1
S	70	1
S	71	1
R	28
S	72	1
S	73	1
S	74	1
S	75	1
R	20
S	76	1
S	77	1
S	78	1
S	79	1
S	80	1
S	81	1
S	82	1
S	83	1
S	84	1
S	85	1
S	86	1
S	87	1
R	72
S	88	1
S	89	1
S	90	1
S	91	1
S	92	1
S	93	1
S	94	1
S	95	1
S	96	1
S	97	1
S	98	1
S	99	1
S	100	1
S	101	1
R	79
S	102	1
S	103	1
S	104	1
S	105	1
S	106	1
S	107	1
S	108	1
S	109	1
S	110	1
S	111	1
S	112	1
S	113	1
S	114	1
S	115	1
S	116	1
S	117	1
S	118	1
S	119	1
S	120	1
S	121	1
S	122	1
S	123	1
S	124	1
S	125	1
S	126	1
S	127	1
S	128	1
R	74
S	129	1
S	130	1
S	131	1
S	132	1
R	81
S	133	1
R	13
S	134	1
S	135	1
S	136	1
S	137	1
R	61
S	138	1
S	139	1
S	140	1
S	141	1
R	89
S	142	1
S	143	1
S	144	1
S	145	1
S	146	1
S	147	1
S	148	1
S	149	1
S	150	1
S	151	1
S	152	1
S	153	1
S	154	1
S	155	1
S	156	1
S	157	1
R	41
S	158	1
S	159	1
S	160	1
S	161	1
S	162	1
S	163	1
S	164	1
S	165	1
S	166	1
S	167	1
S	168	1
S	169	1
S	170	1
S	171	1
R	69
S	172	1
S	173	1
S	174	1
S	175	1
S	176	1
S	177	1
S	178	1
S	179	1
S	180	1
S	181	1
S	182	1
S	183	1
S	184	1
S	185	1
S	186	1
S	187	1
R	152
S	188	1
S	189	1
S	190	1
S	191	1
S	192	1
S	193	1
S	194	1
S	195	1
S	196	1
S	197	1
S	198	1
S	199	1
S	200	1
S	201	1
S	202	1
R	145
S	203	1
S	204	1
S	205	1
S	206	1
S	207	1
S	208	1
S	209	1
S	210	1
S	211	1
S	212	1
S	213	1
S	214	1
S	215	1
S	216	1
S	217	1
S	218	1
S	219	1
S	220	1
R	164
S	221	1
S	222	1
S	223	1
S	224	1
S	225	1
R	96
S	226	1
S	227	1
S	228	1
S	229	1
S	230	1
S	231	1
S	232	1
S	233	1
S	234	1
S	235	1
S	236	1
S	237	1
S	238	1
S	239	1
S	240	1
S	241	1
S	242	1
S	243	1
S	244	1
S	245	1
S	246	1
S	247	1
S	248	1
R	112
S	249	1
S	250	1
S	251	1
S	252	1
S	253	1
S	254	1
S	255	1
S	256	1
S	257	1
S	258	1
S	259	1
S	260	1
R	19
S	261	1
S	262	1
S	263	1
S	264	1
S	265	1
S	266	1
S	267	1
S	268	1
S	269	1
S	270	1
S	271	1
S	272	1
S	273	1
S	274	1
S	275	1
S	276	1
S	277	1
S	278	1
S	279	1
S	280	1
S	281	1
S	282	1
R	216
S	283	1
S	284	1
S	285	1
S	286	1
S	287	1
S	288	1
S	289	1
S	290	1
S	291	1
S	292	1
S	293	1
S	294	1
S	295	1
S	296	1
S	297	1
S	298	1
S	299	1
S	300	1
S	301	1
S	302	1
S	303	1
S	304	1
S	305	1
S	306	1
S	307	1
S	308	1
S	309	1
S	310	1
S	311	1
S	312	1
S	313	1
S	314	1
S	315	1
S	316	1
S	317	1
S	318	1
S	319	1
S	320	1
S	321	1
S	322	1
S	323	1
S	324	1
S	325	1
S	326	1
S	327	1
S	328	1
S	329	1
S	330	1
S	331	1
S	332	1
S	333	1
S	334	1
S	335	1
S	336	1
S	337	1
S	338	1
S	339	1
S	340	1
S	341	1
S	342	1
S	343	1
R	113
S	344	1
S	345	1
S	346	1
S	347	1
S	348	1
S	349	1
S	350	1
S	351	1
S	352	1
S	353	1
S	354	1
S	355	1
S	356	1
S	357	1
S	358	1
S	359	1
S	360	1
S	361	1
S	362	1
S	363	1
S	364	1
S	365	1
S	366	1
S	367	1
S	368	1
R	274
S	369	1
S	370	1
S	371	1
S	372	1
S	373	1
S	374	1
S	375	1
S	376	1
S	377	1
R	203
S	378	1
S	379	1
S	380	1
S	381	1
S	382	1
S	383	1
S	384	1
S	385	1
S	386	1
S	387	1
R	344
S	388	1
R	126
S	389	1
S	390	1
S	391	1
S	392	1
S	393	1
S	394	1
S	395	1
S	396	1
R	282
S	397	1
S	398	1
S	399	1
S	400	1
S	401	1
S	402	1
S	403	1
S	404	1
S	405	1
S	406	1
S	407	1
S	408	1
S	409	1
S	410	1
S	411	1
S	412	1
S	413	1
R	313
S	414	1
S	415	1
S	416	1
S	417	1
S	418	1
R	308
S	419	1
S	420	1
S	421	1
S	422	1
S	423	1
S	424	1
S	425	1
S	426	1
R	99
S	427	1
S	428	1
S	429	1
S	430	1
S	431	1
S	432	1
S	433	1
S	434	1
S	435	1
R	136
S	436	1
S	437	1
S	438	1
S	439	1
S	440	1
S	441	1
S	442	1
S	443	1
R	387
S	444	1
S	445	1
S	446	1
S	447	1
S	448	1
S	449	1
S	450	1
S	451	1
S	452	1
S	453	1
S	454	1
S	455	1
S	456	1
S	457	1
S	458	1
R	184
S	459	1
S	460	1
S	461	1
S	462	1
S	463	1
S	464	1
S	465	1
S	466	1
S	467	1
S	468	1
S	469	1
S	470	1
S	471	1
S	472	1
S	473	1
S	474	1
S	475	1
S	476	1
S	477	1
S	478	1
S	479	1
S	480	1
S	481	1
S	482	1
S	483	1
S	484	1
S	485	1
S	486	1
R	442
S	487	1
S	488	1
S	489	1
S	490	1
S	491	1
S	492	1
S	493	1
S	494	1
S	495	1
S	496	1
R	29
S	497	1
S	498	1
S	499	1
S	500	1
S	501	1
S	502	1
S	503	1
S	504	1
S	505	1
S	506	1
S	507	1
S	508	1
S	509	1
S	510	1
R	303
S	511	1
S	512	1
S	513	1
S	514	1
S	515	1
S	516	1
S	517	1
S	518	1
S	519	1
S	520	1
R	399
S	521	1
S	522	1
S	523	1
S	524	1
S	525	1
S	526	1
S	527	1
S	528	1
S	529	1
S	530	1
S	531	1
S	532	1
S	533	1
S	534	1
S	535	1
S	536	1
S	537	1
S	538	1
S	539	1
S	540	1
S	541	1
S	542	1
S	543	1
S	544	1
S	545	1
S	546	1
S	547	1
S	548	1
S	549	1
S	550	1
S	551	1
S	552	1
S	553	1
S	554	1
S	555	1
S	556	1
S	557	1
S	558	1
S	559	1
S	560	1
S	561	1
S	562	1
S	563	1
S	564	1
S	565	1
S	566	1
S	567	1
R	116
S	568	1
S	569	1
S	570	1
S	571	1
S	572	1
S	573	1
S	574	1
S	575	1
S	576	1
S	577	1
S	578	1
S	579	1
S	580	1
S	581	1
S	582	1
S	583	1
S	584	1
S	585	1
S	586	1
S	587	1
R	404
S	588	1
S	589	1
R	543
S	590	1
S	591	1
S	592	1
S	593	1
S	594	1
S	595	1
S	596	1
S	597	1
S	598	1
S	599	1
S	600	1
S	601	1
S	602	1
S	603	1
S	604	1
S	605	1
S	606	1
S	607	1
S	608	1
S	609	1
S	610	1
S	611	1
S	612	1
S	613	1
S	614	1
S	615	1
S	616	1
R	9
S	617	1
S	618	1
S	619	1
S	620	1
S	621	1
S	622	1
S	623	1
S	624	1
S	625	1
S	626	1
S	627	1
S	628	1
S	629	1
S	630	1
S	631	1
S	632	1
S	633	1
S	634	1
S	635	1
S	636	1
S	637	1
S	638	1
S	639	1
S	640	1
S	641	1
S	642	1
S	643	1
S	644	1
S	645	1
S	646	1
S	647	1
S	648	1
S	649	1
S	650	1
S	651	1
S	652	1
S	653	1
S	654	1
S	655	1
S	656	1
R	210
S	657	1
S	658	1
S	659	1
S	660	1
S	661	1
S	662	1
S	663	1
S	664	1
S	665	1
S	666	1
S	667	1
S	668	1
S	669	1
S	670	1
R	496
S	671	1
S	672	1
S	673	1
S	674	1
S	675	1
S	676	1
S	677	1
S	678	1
S	679	1
S	680	1
S	681	1
S	682	1
S	683	1
S	684	1
S	685	1
S	686	1
S	687	1
S	688	1
S	689	1
S	690	1
S	691	1
S	692	1
S	693	1
S	694	1
S	695	1
S	696	1
S	697	1
S	698	1
S	699	1
S	700	1
S	701	1
S	702	1
S	703	1
S	704	1
S	705	1
S	706	1
S	707	1
S	708	1
S	709	1
S	710	1
S	711	1
S	712	1
S	713	1
S	714	1
S	715	1
S	716	1
S	717	1
S	718	1
S	719	1
S	720	1
S	721	1
S	722	1
S	723	1
S	724	1
S	725	1
S	726	1
S	727	1
S	728	1
S	729	1
S	730	1
S	731	1
S	732	1
S	733	1
S	734	1
S	735	1
S	736	1
S	737	1
S	738	1
S	739	1
S	740	1
S	741	1
S	742	1
S	743	1
S	744	1
S	745	1
S	746	1
S	747	1
S	748	1
S	749	1
R	449
S	750	1
S	751	1
S	752	1
S	753	1
S	754	1
S	755	1
S	756	1
S	757	1
S	758	1
S	759	1
S	760	1
S	761	1
R	226
S	762	1
S	763	1
R	424
S	764	1
S	765	1
S	766	1
S	767	1
S	768	1
S	769	1
S	770	1
S	771	1
S	772	1
S	773	1
S	774	1
S	775	1
S	776	1
S	777	1
S	778	1
S	779	1
S	780	1
S	781	1
S	782	1
S	783	1
S	784	1
S	785	1
S	786	1
S	787	1
S	788	1
R	570
S	789	1
S	790	1
S	791	1
S	792	1
S	793	1
S	794	1
S	795	1
S	796	1
S	797	1
S	798	1
S	799	1
S	800	1
S	801	1
S	802	1
S	803	1
S	804	1
S	805	1
S	806	1
S	807	1
S	808	1
S	809	1
S	810	1
S	811	1
S	812	1
S	813	1
S	814	1
S	815	1
S	816	1
S	817	1
S	818	1
S	819	1
S	820	1
S	821	1
S	822	1
S	823	1
S	824	1
S	825	1
S	826	1
S	827	1
S	828	1
S	829	1
S	830	1
S	831	1
S	832	1
S	833	1
S	834	1
S	835	1
R	609
S	836	1
R	703
S	837	1
S	838	1
S	839	1
R	548
S	840	1
S	841	1
S	842	1
S	843	1
S	844	1
S	845	1
S	846	1
S	847	1
S	848	1
S	849	1
S	850	1
S	851	1
S	852	1
S	853	1
S	854	1
S	855	1
S	856	1
S	857	1
S	858	1
S	859	1
S	860	1
S	861	1
S	862	1
S	863	1
S	864	1
S	865	1
S	866	1
S	867	1
S	868	1
S	869	1
S	870	1
S	871	1
S	872	1
S	873	1
S	874	1
S	875	1
S	876	1
S	877	1
S	878	1
S	879	1
S	880	1
S	881	1
S	882	1
R	56
S	883	1
S	884	1
S	885	1
S	886	1
S	887	1
S	888	1
S	889	1
S	890	1
S	891	1
S	892	1
S	893	1
S	894	1
S	895	1
S	896	1
S	897	1
S	898	1
S	899	1
S	900	1
S	901	1
S	902	1
S	903	1
S	904	1
S	905	1
S	906	1
S	907	1
S	908	1
R	443
S	909	1
S	910	1
S	911	1
S	912	1
S	913	1
S	914	1
S	915	1
S	916	1
S	917	1
R	24
S	918	1
S	919	1
S	920	1
S	921	1
S	922	1
S	923	1
S	924	1
S	925	1
S	926	1
S	927	1
S	928	1
R	2
S	929	1
S	930	1
S	931	1
S	932	1
S	933	1
S	934	1
S	935	1
R	797
S	936	1
S	937	1
S	938	1
S	939	1
S	940	1
S	941	1
S	942	1
R	338
S	943	1
S	944	1
S	945	1
S	946	1
R	863
S	947	1
S	948	1
S	949	1
S	950	1
S	951	1
S	952	1
S	953	1
S	954	1
S	955	1
S	956	1
S	957	1
S	958	1
S	959	1
S	960	1
S	961	1
S	962	1
S	963	1
S	964	1
S	965	1
S	966	1
S	967	1
S	968	1
S	969	1
S	970	1
S	971	1
S	972	1
S	973	1
S	974	1
S	975	1
S	976	1
S	977	1
S	978	1
S	979	1
S	980	1
S	981	1
S	982	1
S	983	1
S	984	1
S	985	1
S	986	1
S	987	1
S	988	1
S	989	1
S	990	1
S	991	1
S	992	1
S	993	1
R	321
S	994	1
S	995	1
S	996	1
S	997	1
S	998	1
S	999	1
S	1000	1
S	1001	1
C	1
M
S	1002	1
S	1003	1
S	1004	1
S	1005	1
S	1006	1
S	1007	1
S	1008	1
S	1009	1
S	1010	1
S	1011	1
S	1012	1
S	1013	1
S	1014	1
S	1015	1
S	1016	1
S	1017	1
S	1018	1
S	1019	1
S	1020	1
S	1021	1
S	1022	1
S	1023	1
S	1024	1
S	1025	1
S	1026	1
R	345
S	1027	1
S	1028	1
S	1029	1
S	1030	1
S	1031	1
S	1032	1
S	1033	1
S	1034	1
S	1035	1
S	1036	1
S	1037	1
S	1038	1
S	1039	1
S	1040	1
S	1041	1
S	1042	1
S	1043	1
S	1044	1
S	1045	1
S	1046	1
S	1047	1
S	1048	1
S	1049	1
S	1050	1
S	1051	1
S	1052	1
S	1053	1
S	1054	1
R	818
S	1055	1
S	1056	1
S	1057	1
S	1058	1
S	1059	1
S	1060	1
S	1061	1
S	1062	1
S	1063	1
S	1064	1
S	1065	1
R	857
S	1066	1
S	1067	1
S	1068	1
S	1069	1
S	1070	1
S	1071	1
S	1072	1
S	1073	1
S	1074	1
S	1075	1
S	1076	1
S	1077	1
S	1078	1
S	1079	1
S	1080	1
S	1081	1
S	1082	1
S	1083	1
S	1084	1
R	10
S	1085	1
S	1086	1
S	1087	1
S	1088	1
S	1089	1
S	1090	1
S	1091	1
S	1092	1
S	1093	1
S	1094	1
S	1095	1
S	1096	1
S	1097	1
S	1098	1
S	1099	1
R	202
S	1100	1
S	1101	1
S	1102	1
S	1103	1
S	1104	1
S	1105	1
S	1106	1
S	1107	1
S	1108	1
S	1109	1
S	1110	1
S	1111	1
S	1112	1
S	1113	1
S	1114	1
S	1115	1
S	1116	1
S	1117	1
S	1118	1
S	1119	1
S	1120	1
R	150
S	1121	1
S	1122	1
S	1123	1
S	1124	1
S	1125	1
S	1126	1
S	1127	1
S	1128	1
S	1129	1
S	1130	1
S	1131	1
R	827
S	1132	1
S	1133	1
R	519
S	1134	1
S	1135	1
S	1136	1
R	1081
S	1137	1
S	1138	1
S	1139	1
S	1140	1
S	1141	1
S	1142	1
S	1143	1
S	1144	1
S	1145	1
S	1146	1
S	1147	1
S	1148	1
S	1149	1
S	1150	1
S	1151	1
S	1152	1
S	1153	1
S	1154	1
S	1155	1
S	1156	1
S	1157	1
